2017-12-05 15:07:57python velop_mcmc.py -f spectra/GRB160203A_comVIS.txt -z 3.5188 -e SiII -line 1808.01 -vr 180 -w 9.0 -min 3 -max 3 -it 22000 -bi 18000 -res 24.6 -par para_files/160203A_velo_para.csv 
2017-12-06 11:10:22python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.9944 -line 1808.0129 -e SiII -w 20.0 -vr 380 -min 1 -max 3 -it 400 -bi 200 -res 30 
2017-12-06 11:12:22python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.9944 -line 1808.0129 -e SiII -w 20.0 -vr 380 -min 1 -max 3 -it 3000 -bi 2500 -res 30 
2017-12-06 11:15:08python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 3 -it 1000 -bi 800 -res 30 
2017-12-06 11:16:52python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 4 -it 5000 -bi 4000 -res 30 
2017-12-06 11:31:11python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 4 -it 5000 -bi 4000 -res 30 
2017-12-06 11:31:50python /Users/janbolmer/Desktop/work/molec_mcmc/velop_mcmc.py 
2017-12-06 11:31:59python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 4 -it 5000 -bi 4000 -res 30 
2017-12-06 11:34:22python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 4 -it 50 -bi 40 -res 30 
2017-12-06 11:34:41python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 4 -it 50 -bi 40 -res 30 
2017-12-06 11:37:25python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 1 -it 50 -bi 40 -res 30 
2017-12-06 11:37:44python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 1 -it 50 -bi 40 -res 30 
2017-12-06 11:37:56python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 1 -it 50 -bi 40 -res 30 
2017-12-06 11:38:40python velop_mcmc.py -f spectra/GRB141109A_OB1VIS.txt -z 2.993 -line 1808.0129 -e SiII -w 9.0 -vr 410 -min 1 -max 1 -it 50 -bi 40 -res 30 
